ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,pe_ttm,pb,total_mv,circ_mv,adj_factor
000027.SZ,20241219,6.59,6.6,6.47,6.55,6.61,-0.06,-0.9077,207179.31,135274.827,0.4355,1.7434,27.2366,1.0343,3116090.395,3116090.395,18.033
000028.SZ,20241219,29.75,30.0,29.6,29.9,30.11,-0.21,-0.6974,25943.52,77199.481,0.5427,1.5601,11.2812,0.9193,1664129.5802,1429380.6019,5.602
000029.SZ,20241219,15.76,15.9,15.59,15.67,15.89,-0.22,-1.3845,33333.75,52327.538,0.3738,1.2674,0.0,4.2831,1585271.22,1397231.22,2.291
000030.SZ,20241219,5.3,5.38,5.27,5.37,5.36,0.01,0.1866,92984.01,49485.199,0.5495,1.9192,14.0455,1.2136,935262.3366,908716.4806,4.128
000031.SZ,20241219,3.43,3.45,3.29,3.36,3.49,-0.13,-3.7249,574463.41,192491.479,1.4351,5.559,0.0,1.0956,1440201.2819,1344970.0888,14.651
000032.SZ,20241219,17.6,18.61,17.5,18.49,17.75,0.74,4.169,217206.61,394560.55,3.3688,5.3801,44.5004,3.4736,2104086.6237,1192168.2865,4.23
000034.SZ,20241219,33.88,35.96,33.33,35.56,34.58,0.98,2.834,374376.38,1308424.875,6.773,8.1684,19.6027,2.5715,2381049.6153,1965570.6043,3.217
000035.SZ,20241219,5.03,5.11,4.98,5.1,5.06,0.04,0.7905,213564.67,107759.529,0.8804,1.3957,33.9942,1.1757,1275399.4228,1237154.9839,4.7135
000036.SZ,20241219,4.46,4.55,4.38,4.43,4.48,-0.05,-1.1161,193576.82,86076.833,1.3074,1.8228,95.7423,1.2935,657382.7731,655938.5687,12.84
000037.SZ,20241219,8.72,8.74,8.56,8.61,8.75,-0.14,-1.6,57685.63,49797.124,1.7022,2.8825,0.0,3.6656,518978.5952,291788.7293,5.668
000039.SZ,20241219,7.91,7.98,7.83,7.96,7.98,-0.02,-0.2506,197432.91,156525.028,0.8579,1.1114,24.4766,0.9177,4292446.2265,1831920.0842,50.9116
000042.SZ,20241219,5.25,5.32,5.14,5.19,5.29,-0.1,-1.8904,80608.0,41941.382,1.2137,3.0292,0.0,0.6614,345047.3611,344684.0938,13.498
000045.SZ,20241219,11.49,11.73,11.42,11.68,11.65,0.03,0.2575,77958.0,90573.624,1.7058,3.4966,64.5975,2.0205,591617.5196,533801.5196,2.995
000048.SZ,20241219,17.75,18.03,17.5,18.03,17.75,0.28,1.5775,73933.5,132017.735,1.4036,3.3049,8.7751,2.3106,956616.3578,949747.8293,9.7612
000049.SZ,20241219,23.5,24.1,23.33,24.03,23.68,0.35,1.478,50589.69,120246.204,1.3157,2.4146,21.9806,1.4449,924286.3972,923946.6827,9.259
000050.SZ,20241219,9.32,9.4,9.18,9.39,9.4,-0.01,-0.1064,234536.64,217980.897,0.9543,1.9679,0.0,0.8401,2307825.0537,2307798.2218,8.477
000055.SZ,20241219,4.17,4.19,4.1,4.15,4.19,-0.04,-0.9547,71286.5,29496.455,1.0548,1.4301,28.562,0.7372,445657.8042,280479.588,10.199
000056.SZ,20241219,3.51,3.7,3.43,3.55,3.53,0.02,0.5666,2023546.9,731934.781,22.3925,28.3989,0.0,5.8623,429581.4956,320803.4031,4.708
000058.SZ,20241219,9.04,9.12,8.82,9.0,9.15,-0.15,-1.6393,175190.58,157021.314,1.7791,6.0714,0.0,5.5204,1108080.6048,886240.4436,3.307
000059.SZ,20241219,5.08,5.11,4.96,5.01,5.13,-0.12,-2.3392,188802.0,94656.698,1.1804,2.2287,0.0,0.6456,801320.711,801320.711,1.822
000060.SZ,20241219,4.85,4.88,4.79,4.86,4.88,-0.02,-0.4098,400061.8,193215.903,1.0705,1.6654,23.5517,1.3584,1816469.2775,1816329.8563,40.6661
000061.SZ,20241219,7.32,7.4,7.26,7.36,7.36,0.0,0.0,91101.0,66766.864,0.5369,1.49,26.5579,2.0019,1248965.6004,1248942.6924,22.57
000062.SZ,20241219,24.3,24.55,24.17,24.41,24.55,-0.14,-0.5703,127202.27,309901.239,1.2179,4.0186,79.0184,3.6866,2553064.655,2549430.1134,8.0191
000063.SZ,20241219,34.87,38.02,34.87,37.8,34.56,3.24,9.375,6040313.74,22240849.857,14.9981,19.6853,19.2544,2.5004,18081761.8729,15223472.6238,16.7756
000065.SZ,20241219,10.05,10.24,10.0,10.24,10.18,0.06,0.5894,96573.67,98086.108,1.0661,2.1699,10.4191,1.1531,1026336.3461,927598.594,17.613
000066.SZ,20241219,15.39,16.09,15.33,15.9,15.59,0.31,1.9885,1971792.11,3107066.334,6.266,10.2096,0.0,4.2703,5129020.5499,5003401.3104,11.008
000068.SZ,20241219,3.96,4.01,3.88,3.97,4.04,-0.07,-1.7327,292579.83,115265.123,2.9064,5.1943,20.3816,6.4014,399648.5712,399648.5712,2.28
000069.SZ,20241219,2.98,3.0,2.9,2.93,3.06,-0.13,-4.2484,1343086.27,394054.352,1.948,3.8301,0.0,0.4158,2355063.1095,2020121.7283,45.255
000070.SZ,20241219,5.86,5.95,5.83,5.9,5.86,0.04,0.6826,115524.6,68180.379,1.3001,2.0892,0.0,2.7808,531203.4084,524271.7438,3.484
000078.SZ,20241219,2.83,2.85,2.77,2.81,2.84,-0.03,-1.0563,216999.5,60713.596,0.8262,1.539,0.0,2.4353,739345.6352,738029.9598,20.484
000088.SZ,20241219,4.93,4.95,4.87,4.92,4.95,-0.03,-0.6061,106157.96,52068.945,0.472,1.4516,15.8683,1.4646,2558145.8062,1106574.6527,8.461
000089.SZ,20241219,6.95,6.97,6.86,6.96,6.98,-0.02,-0.2865,100592.0,69500.298,0.4905,1.1399,25.5055,1.2704,1427335.5783,1427316.7125,7.2306
000090.SZ,20241219,4.31,4.34,4.26,4.32,4.33,-0.01,-0.2309,181036.79,77808.185,0.9689,1.6035,9.8596,0.7208,807211.6275,807174.6915,9.5669
000096.SZ,20241219,12.76,12.97,12.3,12.3,12.88,-0.58,-4.5031,80352.81,100102.732,1.5729,3.4232,68.4678,2.3558,649440.0,628343.04,2.8748
000099.SZ,20241219,25.23,25.72,25.18,25.4,25.65,-0.25,-0.9747,208066.91,529066.149,2.6821,4.3703,82.2287,3.7652,1970456.148,1970456.148,3.924
000100.SZ,20241219,5.0,5.19,4.98,5.17,5.05,0.12,2.3762,8950895.83,4588496.459,4.9458,5.1129,45.6059,1.8313,9708784.7565,9356732.4195,3.725
000151.SZ,20241219,15.5,15.69,15.22,15.37,15.84,-0.47,-2.9672,122492.09,188606.327,3.9779,6.0306,0.0,9.7265,518538.8089,473295.6262,2.759
000153.SZ,20241219,6.5,6.55,6.36,6.48,6.52,-0.04,-0.6135,78973.0,50863.027,1.7352,2.3831,18.3528,1.5084,301214.1959,294920.0423,8.254
000155.SZ,20241219,11.75,11.77,11.53,11.68,11.88,-0.2,-1.6835,189175.01,220303.407,1.2817,2.4535,24.976,2.1808,2156324.6235,1723878.0558,1.5913
000156.SZ,20241219,7.99,8.04,7.78,7.97,8.04,-0.07,-0.8706,248207.02,196209.05,1.4601,2.7852,28.9711,1.0008,1476787.1563,1354801.074,1.2092
000157.SZ,20241219,6.96,7.01,6.91,7.01,6.99,0.02,0.2861,330081.95,229643.556,0.4668,0.7011,16.051,1.0651,6083272.5574,4956427.5542,87.3926
000158.SZ,20241219,22.9,23.49,22.75,23.09,23.22,-0.13,-0.5599,778134.94,1798616.62,4.9007,7.6837,0.0,6.6285,3691206.0088,3666273.6323,2.952
000159.SZ,20241219,6.94,6.96,6.38,6.44,6.93,-0.49,-7.0707,396034.02,260608.954,8.2389,10.6754,0.0,1.5415,309561.7795,309561.7795,3.215
000166.SZ,20241219,5.35,5.38,5.3,5.37,5.38,-0.01,-0.1859,718081.98,383809.643,0.3186,0.8247,32.7259,1.3097,13446450.2287,12101567.4287,1.5539
000301.SZ,20241219,8.74,8.74,8.55,8.67,8.75,-0.08,-0.9143,141896.2,122538.759,0.2581,0.5927,0.0,1.7699,5731924.0405,4765910.1279,2.379
000333.SZ,20241219,73.86,75.23,73.24,74.44,74.1,0.34,0.4588,253552.78,1893593.092,0.368,0.5371,15.1148,2.7286,56985287.8824,51288767.4481,5.347
000338.SZ,20241219,13.17,13.29,13.12,13.25,13.26,-0.01,-0.0754,424636.68,561922.04,0.8545,0.8679,10.5942,1.3904,11562687.7878,6584140.6557,22.3691
000400.SZ,20241219,27.89,28.64,27.61,28.43,28.15,0.28,0.9947,196758.93,557407.307,1.9514,3.1632,25.6795,2.5979,2896659.6605,2866654.6385,7.9465
000401.SZ,20241219,5.63,5.63,5.49,5.57,5.65,-0.08,-1.4159,117964.0,65478.34,0.7624,1.2077,0.0,0.5276,1480625.6765,861846.857,4.587
000402.SZ,20241219,3.66,3.69,3.59,3.64,3.72,-0.08,-2.1505,453837.74,165005.095,1.5188,3.1948,0.0,0.3262,1087970.4861,1087715.6843,39.142
000403.SZ,20241219,20.83,21.01,20.67,20.92,20.91,0.01,0.0478,40971.71,85407.373,0.5984,0.9306,18.4567,1.9909,1529408.718,1432422.0436,7.747
000404.SZ,20241219,7.35,7.48,7.3,7.45,7.42,0.03,0.4043,94218.0,69649.263,1.3596,1.9629,11.1981,1.2977,518517.0044,516276.9331,3.802
000407.SZ,20241219,3.5,3.53,3.42,3.48,3.52,-0.04,-1.1364,182789.29,63347.569,2.0872,3.0044,19.0034,1.0383,306269.4603,304766.805,11.4127
000408.SZ,20241219,27.0,27.33,26.75,27.07,27.17,-0.1,-0.3681,51337.34,139013.552,0.3248,0.7138,18.4462,3.2375,4278237.7426,4278193.0771,6.7156
000409.SZ,20241219,9.39,9.66,9.36,9.65,9.55,0.1,1.0471,151556.47,144976.091,3.58,4.2385,62.2694,4.3591,654695.0873,408525.5077,2.15
000410.SZ,20241219,7.5,7.7,7.43,7.47,7.57,-0.1,-1.321,176904.2,133184.936,1.0524,1.5044,0.0,16.7038,1542365.7124,1255644.2102,2.889
000411.SZ,20241219,11.02,11.15,10.91,11.11,11.15,-0.04,-0.3587,45008.36,49594.955,1.4022,3.3302,12.1328,1.3241,580108.1778,356606.1258,3.279
000415.SZ,20241219,3.88,3.92,3.84,3.89,3.95,-0.06,-1.519,986449.55,382390.83,1.8292,2.634,11.8945,0.7896,2405778.7787,2097765.1664,20.919
000417.SZ,20241219,6.26,6.33,6.11,6.26,6.35,-0.09,-1.4173,211021.8,131071.168,2.7088,4.3723,23.173,1.0347,488207.5092,487671.1843,18.6705
000419.SZ,20241219,6.05,6.15,5.89,5.94,6.09,-0.15,-2.4631,234004.06,139811.505,4.3048,7.7329,20.4789,0.9476,322888.0971,322888.0971,16.3253
000420.SZ,20241219,4.0,4.03,3.92,3.95,4.08,-0.13,-3.1863,872805.04,345851.187,3.5508,4.9643,244.1159,2.195,971252.9955,970917.1665,6.352
000421.SZ,20241219,6.22,6.28,6.09,6.25,6.33,-0.08,-1.2638,213959.0,132331.422,3.7258,8.1146,0.0,1.3584,360038.1213,358914.0213,7.4581
000422.SZ,20241219,13.36,13.36,13.03,13.25,13.36,-0.11,-0.8234,209093.59,275406.16,2.0758,2.8133,17.4632,1.9381,1434861.9934,1334688.5868,15.29
000423.SZ,20241219,59.39,60.45,59.09,59.87,59.4,0.47,0.7912,38872.37,232403.908,0.6036,0.9077,25.3786,3.8898,3855489.2453,3855489.2453,11.2037
000425.SZ,20241219,7.82,7.96,7.71,7.91,7.88,0.03,0.3807,714961.06,565142.062,0.8805,0.8897,16.1254,1.5885,9346587.3796,6422992.9373,43.0311
000426.SZ,20241219,12.77,12.97,12.56,12.77,12.88,-0.11,-0.854,266877.73,340354.733,1.5033,2.2743,13.1355,2.9632,2267486.8387,2266975.6875,17.0464
000428.SZ,20241219,3.59,3.65,3.48,3.63,3.65,-0.02,-0.5479,253002.33,90440.867,2.483,5.5426,0.0,2.277,369870.138,369870.138,12.139
000429.SZ,20241219,12.9,13.18,12.89,13.14,12.95,0.19,1.4672,122938.51,160772.43,0.9433,2.4694,16.8138,2.6931,2747319.2496,1712575.4965,4.6974
000430.SZ,20241219,7.2,7.31,7.08,7.24,7.3,-0.06,-0.8219,127210.99,91471.206,3.8347,4.8568,0.0,3.6353,293088.0047,240178.8912,4.612
000488.SZ,20241219,3.2,3.23,3.15,3.22,3.24,-0.02,-0.6173,445497.12,142240.217,2.6473,3.6539,0.0,0.5968,952093.8504,541872.8288,9.767
000498.SZ,20241219,6.03,6.16,6.02,6.15,6.11,0.04,0.6547,105312.48,64158.283,0.7224,1.8015,4.1057,0.6819,960013.8272,896610.8665,3.0819
000501.SZ,20241219,9.88,10.11,9.68,9.68,10.36,-0.68,-6.5637,455407.05,447404.862,5.9275,10.3986,34.6712,0.6785,744384.9636,743708.4865,7.0527
000503.SZ,20241219,12.13,12.39,11.97,12.34,12.27,0.07,0.5705,156005.89,191378.736,1.6334,2.1685,0.0,8.7141,1210939.6645,1178607.5811,7.615
000504.SZ,20241219,9.7,9.99,9.59,9.82,9.77,0.05,0.5118,38153.77,37243.264,1.2281,1.9529,0.0,13.0338,324082.6822,305076.6644,2.103
000505.SZ,20241219,6.61,6.64,6.45,6.52,6.66,-0.14,-2.1021,101790.0,66370.213,1.6096,3.4455,91.989,1.5078,473971.5637,412311.9791,3.352
000506.SZ,20241219,3.3,3.46,3.21,3.42,3.3,0.12,3.6364,553313.7,186211.507,5.9581,9.4715,0.0,5.4398,317724.0743,317605.4687,2.872
000507.SZ,20241219,5.34,5.43,5.3,5.41,5.41,0.0,0.0,170223.1,91167.885,1.8865,2.7167,17.266,0.9481,497576.5782,488164.7244,4.776
000509.SZ,20241219,3.72,3.96,3.69,3.78,3.78,0.0,0.0,221506.0,84448.035,2.0641,3.4773,0.0,29.8866,405642.4037,405641.1774,9.7463
000510.SZ,20241219,4.05,4.08,3.98,4.06,4.1,-0.04,-0.9756,140605.02,56695.488,2.4785,2.7854,0.0,1.9339,263308.6971,230325.2137,10.422
000513.SZ,20241219,37.64,37.79,37.33,37.54,37.8,-0.26,-0.6878,48471.18,182035.272,0.8068,1.3368,17.2016,2.4541,3483037.3837,2255431.7942,9.7106
000514.SZ,20241219,4.43,4.48,4.35,4.45,4.47,-0.02,-0.4474,122426.0,54324.042,1.4509,3.9413,57.5242,1.0166,375478.0794,375478.0794,4.4343
000516.SZ,20241219,5.89,6.01,5.81,5.91,5.99,-0.08,-1.3356,269504.0,158840.144,1.2117,1.7533,0.0,3.6573,1335886.1846,1314481.1273,39.873
000517.SZ,20241219,2.51,2.53,2.46,2.5,2.53,-0.03,-1.1858,360354.0,89508.111,1.4461,4.8961,0.0,1.0118,795980.6213,622996.604,17.9586
000518.SZ,20241219,3.17,3.25,3.15,3.24,3.2,0.04,1.25,264659.0,85160.251,2.5707,4.0183,0.0,7.1416,333576.2159,333569.5645,8.377
000519.SZ,20241219,15.09,15.1,14.87,15.0,15.18,-0.18,-1.1858,172275.04,258354.483,1.2371,2.1455,37.1201,2.0217,2088838.473,2088838.473,7.9996
000520.SZ,20241219,5.63,5.96,5.57,5.78,5.7,0.08,1.4035,506524.32,292078.784,5.0048,7.5164,0.0,11.2001,584984.237,584984.237,6.855
000521.SZ,20241219,8.45,8.64,8.39,8.64,8.55,0.09,1.0526,166581.82,142147.619,1.9033,2.6578,11.5161,1.4716,889854.0898,756192.9709,5.617
000523.SZ,20241219,3.4,3.41,3.3,3.36,3.39,-0.03,-0.885,219747.0,73641.609,1.2243,1.6718,53.157,4.1945,616717.4029,603058.8661,6.687
000524.SZ,20241219,10.57,10.7,10.19,10.59,10.71,-0.12,-1.1204,130618.5,137422.947,1.9496,6.9306,48.3526,3.157,709750.9042,709503.6796,4.927
000525.SZ,20241219,7.39,7.39,7.39,7.39,7.78,-0.39,-5.0129,5214.0,3853.146,0.0527,0.0931,0.0,10.4774,959242.205,731670.2411,8.3784
000526.SZ,20241219,46.0,46.0,44.75,45.26,46.97,-1.71,-3.6406,34415.0,155730.883,2.8916,4.7398,26.2477,6.9117,557715.0329,538677.7717,2.471
000528.SZ,20241219,11.13,11.22,11.07,11.16,11.23,-0.07,-0.6233,123360.42,137432.912,0.8601,0.8601,16.4713,1.2737,2243614.0982,1600657.9554,12.819
000529.SZ,20241219,6.18,6.22,6.06,6.18,6.22,-0.04,-0.6431,82370.82,50545.06,1.4454,3.2621,25.7299,1.1506,360782.4239,352188.545,3.4693
000530.SZ,20241219,6.53,7.44,6.39,7.44,6.76,0.68,10.0592,2029542.33,1438651.659,33.8247,47.2975,87.0509,2.012,627350.1052,446413.6472,10.0004
000531.SZ,20241219,6.24,6.26,6.08,6.14,6.26,-0.12,-1.9169,104821.23,64531.287,1.1522,2.4645,34.5311,0.9642,639420.4178,558583.5915,16.08
000532.SZ,20241219,15.81,16.2,15.52,15.59,16.48,-0.89,-5.4005,263634.38,415324.6,7.6738,14.8372,82.3377,3.9373,537400.3021,535594.054,4.512
000533.SZ,20241219,4.34,4.52,4.34,4.49,4.45,0.04,0.8989,135434.57,60143.153,1.9774,3.2437,35.4763,3.6631,310176.384,307521.1776,2.258
000534.SZ,20241219,12.8,13.3,12.7,13.14,13.03,0.11,0.8442,129634.35,168805.696,2.5951,4.8121,34.7461,5.432,670293.2071,656392.6968,4.2706
000536.SZ,20241219,5.38,5.45,5.3,5.42,5.48,-0.06,-1.0949,812040.26,436958.559,2.9389,5.6549,0.0,9.5114,1499189.7792,1497590.7237,3.673
000537.SZ,20241219,9.39,9.41,9.18,9.25,9.49,-0.24,-2.529,153388.79,142375.429,0.7422,2.3646,18.6118,0.9799,1911607.1756,1911601.9031,6.75
000538.SZ,20241219,59.08,60.18,58.69,59.64,59.3,0.34,0.5734,98356.86,586219.513,0.5559,1.3654,24.7644,2.7742,10641342.1643,10552701.8087,29.2953
000539.SZ,20241219,4.77,4.78,4.65,4.68,4.8,-0.12,-2.5,324928.2,152677.448,1.2723,3.9875,34.3705,1.0461,2457132.9054,1195223.6317,18.82
000541.SZ,20241219,5.82,5.88,5.79,5.86,5.89,-0.03,-0.5093,126582.8,73888.513,1.0577,1.9686,29.994,1.4191,907584.0428,701292.4077,32.3593
000543.SZ,20241219,8.39,8.51,8.24,8.3,8.45,-0.15,-1.7751,260552.73,217138.818,1.1494,2.657,11.02,1.2205,1881496.5647,1881496.5647,4.88
000544.SZ,20241219,8.6,8.68,8.53,8.66,8.66,0.0,0.0,42753.09,36770.133,0.4386,1.7708,8.2613,1.0122,844076.7666,844076.7666,3.976
000545.SZ,20241219,2.74,2.74,2.65,2.7,2.72,-0.02,-0.7353,178547.08,47977.672,1.8119,2.4435,0.0,1.9946,266444.9359,266058.8359,4.56
000546.SZ,20241219,5.05,5.19,4.94,5.12,5.14,-0.02,-0.3891,260988.27,131651.607,3.6629,5.4304,0.0,0.9427,398736.3645,364806.3468,1.847
000547.SZ,20241219,7.8,7.94,7.72,7.9,7.89,0.01,0.1267,157986.64,123581.171,0.9947,1.2858,0.0,2.003,1262789.9325,1254797.0498,10.683
000548.SZ,20241219,5.66,5.7,5.54,5.6,5.69,-0.09,-1.5817,118930.51,66589.875,2.3825,3.5199,16.2006,1.3658,279560.8542,279545.7342,3.661
000550.SZ,20241219,24.3,24.46,24.06,24.4,24.52,-0.12,-0.4894,43281.0,105040.892,0.8348,2.6345,12.904,1.9272,2106242.16,1265050.1104,3.8221
000551.SZ,20241219,12.0,12.3,11.98,12.28,12.2,0.08,0.6557,38139.21,46332.032,0.9503,1.4804,21.5735,1.9631,496043.4837,492840.1856,7.9326
000552.SZ,20241219,2.81,2.85,2.77,2.84,2.83,0.01,0.3534,777583.04,217954.391,2.087,3.6764,12.5612,0.9104,1519910.7848,1058119.8117,7.91
000553.SZ,20241219,7.2,7.91,7.09,7.63,7.19,0.44,6.1196,736678.51,555874.157,3.3838,21.1125,0.0,0.8988,1777646.3775,1661102.4727,4.214
000554.SZ,20241219,6.11,6.18,6.03,6.14,6.17,-0.03,-0.4862,115957.0,70766.078,3.1975,3.1975,45.5518,2.9622,295207.0973,222669.063,4.9559
000555.SZ,20241219,13.3,13.95,13.12,13.47,13.3,0.17,1.2782,828592.06,1125752.066,8.5221,15.5446,5409.1394,2.1776,1314368.1666,1309674.3431,3.179
000557.SZ,20241219,5.7,5.81,5.61,5.75,5.73,0.02,0.349,201658.05,114880.54,1.3832,2.6462,31.0864,1.3802,838565.4726,838301.8139,7.328
000558.SZ,20241219,4.03,4.4,4.03,4.03,4.48,-0.45,-10.0446,3327136.58,1372637.188,25.8181,41.9192,76.6423,4.8114,519557.2514,519339.897,5.957
000559.SZ,20241219,6.38,6.43,6.3,6.41,6.45,-0.04,-0.6202,173405.95,110366.211,0.5249,1.4568,22.724,2.3251,2117730.2515,2117722.2037,39.747
000560.SZ,20241219,3.43,3.46,3.38,3.42,3.49,-0.07,-2.0057,1205898.94,411352.368,5.347,7.368,0.0,0.8491,805581.291,771303.1587,5.302
000561.SZ,20241219,8.5,8.78,8.43,8.75,8.6,0.15,1.7442,106509.34,92020.459,1.7692,3.2824,387.7601,2.8967,528738.6799,526773.3503,2.5231
000563.SZ,20241219,3.77,3.8,3.72,3.79,3.8,-0.01,-0.2632,588142.83,221349.012,1.1501,2.0377,16.3603,1.1133,1938194.7657,1938194.7657,18.4652
000564.SZ,20241219,3.71,3.79,3.57,3.61,3.84,-0.23,-5.9896,7920868.49,2892197.365,5.5482,9.7611,0.0,3.9511,6518960.8708,5153813.0326,7.182
000565.SZ,20241219,5.88,5.98,5.77,5.96,5.92,0.04,0.6757,42055.0,24763.328,0.9699,1.6314,0.0,2.0681,258420.9631,258420.9631,7.657
000566.SZ,20241219,5.29,5.37,5.23,5.32,5.38,-0.06,-1.1152,267758.2,141753.88,2.2966,3.5269,0.0,3.9062,690198.247,620263.978,9.514
000567.SZ,20241219,7.63,7.74,7.5,7.65,7.71,-0.06,-0.7782,147150.34,111830.469,0.7546,3.0755,23.8025,2.7646,1495262.9986,1491696.8753,16.033
000568.SZ,20241219,130.2,130.63,128.94,129.97,131.5,-1.53,-1.1635,119953.99,1558287.187,0.8175,1.6655,13.4033,4.2114,19130953.6845,19070313.0747,35.8535
000570.SZ,20241219,5.68,5.78,5.52,5.6,5.71,-0.11,-1.9264,239947.81,135003.111,4.318,7.3148,0.0,1.1461,395187.8039,311187.8039,4.579
000571.SZ,20241219,3.45,3.51,3.42,3.45,3.5,-0.05,-1.4286,106340.16,36729.325,1.3063,1.8422,0.0,9.7046,289499.505,280839.1425,7.613
000572.SZ,20241219,4.81,4.82,4.65,4.69,4.92,-0.23,-4.6748,823521.59,387585.916,5.0146,7.6564,2167.1661,3.9517,771334.4838,770214.5779,4.656
000573.SZ,20241219,3.33,3.45,3.26,3.39,3.33,0.06,1.8018,241976.0,81218.104,3.8229,4.7859,22.6248,1.3577,216377.1248,214575.0736,8.454
000576.SZ,20241219,7.77,7.94,7.68,7.89,7.88,0.01,0.1269,81278.2,63711.965,1.8734,3.3667,0.0,2.1389,344333.9708,342309.5349,6.297
000581.SZ,20241219,18.11,18.26,18.03,18.24,18.24,0.0,0.0,56679.0,102852.314,0.688,1.1354,10.1444,0.9444,1818502.9984,1502611.4152,6.2415
000582.SZ,20241219,7.58,7.65,7.52,7.65,7.61,0.04,0.5256,134525.43,102124.966,0.7638,1.7358,14.5779,1.0153,1742325.8135,1347364.9809,5.4514
000586.SZ,20241219,11.88,13.07,11.54,13.07,11.88,1.19,10.0168,430469.3,527628.875,22.2534,33.14,0.0,7.6473,252826.08,252826.08,3.698
000589.SZ,20241219,5.06,5.1,5.02,5.08,5.11,-0.03,-0.5871,318268.87,160897.457,2.08,2.627,10.3264,0.907,790069.8468,777294.612,6.747
000590.SZ,20241219,7.95,8.03,7.7,7.93,8.0,-0.07,-0.875,49885.0,39425.56,2.084,3.8236,0.0,2.7314,189900.7147,189825.348,4.764
000591.SZ,20241219,4.92,4.93,4.85,4.91,4.96,-0.05,-1.0081,417813.65,204442.306,1.1611,1.6352,13.5326,0.81,1921590.7215,1766864.2124,14.787
000592.SZ,20241219,3.04,3.15,2.93,2.95,3.09,-0.14,-4.5307,1729372.09,516161.161,9.0302,10.9169,0.0,2.8123,569875.3631,564952.2725,6.375
000593.SZ,20241219,5.78,5.85,5.66,5.79,5.84,-0.05,-0.8562,76375.0,43785.075,2.1305,3.7258,0.0,2.3865,207647.3542,207561.7549,5.6
000595.SZ,20241219,8.85,9.5,8.85,9.23,9.1,0.13,1.4286,686075.85,637574.55,6.0285,16.9131,0.0,24.7371,1050979.8258,1050431.9579,4.958
