ts_code,name,strategy,close,pct_chg,vol_ratio,patterns,position_ratio,reason
002236.SZ,大华股份,☆缩量洗盘,19.75,-0.9529,0.74,连续缩量+地量+缩量,0.61,"上升趋势中缩量回调,支撑有效"
600415.SH,小商品城,☆缩量洗盘,16.6,-0.9547,0.71,平量+缩量,0.13,"上升趋势中缩量回调,支撑有效"
000950.SZ,重药控股,☆缩量洗盘,6.21,-0.9569,0.63,连续缩量+缩量,0.58,"上升趋势中缩量回调,支撑有效"
603070.SH,万控智造,☆缩量洗盘,14.48,-0.9576,0.58,连续缩量+地量+缩量,0.6,"上升趋势中缩量回调,支撑有效"
002962.SZ,五方光电,☆缩量洗盘,15.44,-0.9622,0.6,连续缩量+地量+缩量,0.57,"上升趋势中缩量回调,支撑有效"
000650.SZ,仁和药业,☆缩量洗盘,6.07,-0.9788,0.8,连续缩量+缩量,0.31,"上升趋势中缩量回调,支撑有效"
001328.SZ,登康口腔,☆缩量洗盘,40.52,-1.0017,0.87,地量+缩量,0.49,"上升趋势中缩量回调,支撑有效"
603035.SH,常熟汽饰,☆缩量洗盘,15.77,-1.0044,0.65,连续缩量+地量+缩量,0.42,"上升趋势中缩量回调,支撑有效"
002912.SZ,中新赛克,☆缩量洗盘,31.8,-1.0271,0.88,连续缩量+地量+缩量,0.58,"上升趋势中缩量回调,支撑有效"
002282.SZ,博深股份,☆缩量洗盘,7.65,-1.0349,0.86,地量+缩量,0.58,"上升趋势中缩量回调,支撑有效"
603956.SH,威派格,☆缩量洗盘,6.69,-1.0355,0.93,连续缩量,0.4,"上升趋势中缩量回调,支撑有效"
601669.SH,中国电建,☆缩量洗盘,5.72,-1.0381,1.01,,0.4,"上升趋势中缩量回调,支撑有效"
002419.SZ,天虹股份,☆缩量洗盘,5.7,-1.0417,0.68,连续缩量+地量+缩量,0.46,"上升趋势中缩量回调,支撑有效"
000565.SZ,渝三峡Ａ,☆缩量洗盘,8.39,-1.0613,0.73,连续缩量+缩量,0.56,"上升趋势中缩量回调,支撑有效"
002553.SZ,南方精工,☆缩量洗盘,28.36,-1.0813,0.45,连续缩量+地量+缩量,0.37,"上升趋势中缩量回调,支撑有效"
603348.SH,文灿股份,☆缩量洗盘,20.97,-1.0849,0.61,连续缩量+地量+缩量,0.4,"上升趋势中缩量回调,支撑有效"
001388.SZ,信通电子,☆缩量洗盘,44.64,-1.0858,0.61,连续缩量+地量+缩量,0.23,"上升趋势中缩量回调,支撑有效"
000541.SZ,佛山照明,☆缩量洗盘,6.36,-1.0886,0.63,连续缩量+地量+缩量,0.31,"上升趋势中缩量回调,支撑有效"
603739.SH,蔚蓝生物,☆缩量洗盘,15.41,-1.0911,0.85,连续缩量+缩量,0.41,"上升趋势中缩量回调,支撑有效"
603985.SH,恒润股份,☆缩量洗盘,16.87,-1.1137,0.74,地量+缩量,0.6,"上升趋势中缩量回调,支撑有效"
000590.SZ,古汉医药,☆缩量洗盘,11.54,-1.114,0.96,连续缩量,0.32,"上升趋势中缩量回调,支撑有效"
002988.SZ,豪美新材,☆缩量洗盘,39.82,-1.1175,0.91,连续缩量,0.25,"上升趋势中缩量回调,支撑有效"
600834.SH,申通地铁,☆缩量洗盘,8.84,-1.1186,0.8,平量+缩量,0.55,"上升趋势中缩量回调,支撑有效"
002437.SZ,誉衡药业,☆缩量洗盘,3.49,-1.1331,0.57,连续缩量+地量+缩量,0.48,"上升趋势中缩量回调,支撑有效"
603338.SH,浙江鼎力,☆缩量洗盘,57.88,-1.1443,0.83,连续缩量+地量+缩量,0.59,"上升趋势中缩量回调,支撑有效"
600822.SH,上海物贸,☆缩量洗盘,11.22,-1.1454,0.53,连续缩量+地量+缩量,0.3,"上升趋势中缩量回调,支撑有效"
601616.SH,广电电气,☆缩量洗盘,5.14,-1.1538,0.47,连续缩量+地量+缩量,0.49,"上升趋势中缩量回调,支撑有效"
600351.SH,亚宝药业,☆缩量洗盘,6.78,-1.1662,0.76,连续缩量+地量+缩量,0.18,"上升趋势中缩量回调,支撑有效"
603020.SH,爱普股份,☆缩量洗盘,10.93,-1.1754,0.75,连续缩量+地量+平量+缩量,0.61,"上升趋势中缩量回调,支撑有效"
002777.SZ,久远银海,☆缩量洗盘,19.97,-1.1875,0.63,连续缩量+地量+缩量,0.42,"上升趋势中缩量回调,支撑有效"
002354.SZ,天娱数科,☆缩量洗盘,7.46,-1.1921,0.99,,0.55,"上升趋势中缩量回调,支撑有效"
600570.SH,恒生电子,☆缩量洗盘,32.27,-1.1941,0.74,连续缩量+地量+缩量,0.34,"上升趋势中缩量回调,支撑有效"
002139.SZ,拓邦股份,☆缩量洗盘,13.83,-1.2143,0.72,连续缩量+地量+缩量,0.29,"上升趋势中缩量回调,支撑有效"
605577.SH,龙版传媒,☆缩量洗盘,13.83,-1.2143,0.81,连续缩量+地量+平量+缩量,0.36,"上升趋势中缩量回调,支撑有效"
603931.SH,格林达,☆缩量洗盘,33.99,-1.2206,0.59,连续缩量+地量+缩量,0.59,"上升趋势中缩量回调,支撑有效"
600088.SH,中视传媒,☆缩量洗盘,17.59,-1.2353,0.84,连续缩量+缩量,0.52,"上升趋势中缩量回调,支撑有效"
603125.SH,常青科技,☆缩量洗盘,18.68,-1.2685,0.64,连续缩量+地量+缩量,0.57,"上升趋势中缩量回调,支撑有效"
002276.SZ,万马股份,☆缩量洗盘,17.05,-1.2739,0.58,连续缩量+地量+缩量,0.35,"上升趋势中缩量回调,支撑有效"
603025.SH,大豪科技,☆缩量洗盘,18.48,-1.2821,0.68,连续缩量+地量+缩量,0.59,"上升趋势中缩量回调,支撑有效"
600038.SH,中直股份,☆缩量洗盘,38.05,-1.297,0.73,地量+缩量,0.51,"上升趋势中缩量回调,支撑有效"
603201.SH,常润股份,☆缩量洗盘,17.4,-1.3046,0.86,连续缩量+地量+缩量,0.27,"上升趋势中缩量回调,支撑有效"
002863.SZ,今飞凯达,☆缩量洗盘,6.01,-1.3136,0.75,连续缩量+地量+缩量,0.59,"上升趋势中缩量回调,支撑有效"
002845.SZ,同兴达,☆缩量洗盘,14.96,-1.3193,0.73,连续缩量+地量+缩量,0.57,"上升趋势中缩量回调,支撑有效"
605186.SH,健麾信息,☆缩量洗盘,21.69,-1.3194,0.75,连续缩量+地量+缩量,0.5,"上升趋势中缩量回调,支撑有效"
002830.SZ,名雕股份,☆缩量洗盘,20.92,-1.3208,0.95,,0.6,"上升趋势中缩量回调,支撑有效"
002823.SZ,凯中精密,☆缩量洗盘,16.37,-1.3261,0.86,缩量,0.41,"上升趋势中缩量回调,支撑有效"
002098.SZ,浔兴股份,☆缩量洗盘,10.31,-1.3397,0.63,连续缩量+地量+缩量,0.51,"上升趋势中缩量回调,支撑有效"
603400.SH,华之杰,☆缩量洗盘,58.9,-1.34,0.62,地量+缩量,0.37,"上升趋势中缩量回调,支撑有效"
002698.SZ,博实股份,☆缩量洗盘,16.83,-1.3482,0.64,连续缩量+地量+缩量,0.49,"上升趋势中缩量回调,支撑有效"
002584.SZ,西陇科学,☆缩量洗盘,9.45,-1.357,0.65,连续缩量+地量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
000917.SZ,电广传媒,☆缩量洗盘,11.42,-1.3817,0.76,连续缩量+地量+缩量,0.57,"上升趋势中缩量回调,支撑有效"
002654.SZ,万润科技,☆缩量洗盘,15.62,-1.3889,0.71,连续缩量+地量+缩量,0.64,"上升趋势中缩量回调,支撑有效"
603418.SH,友升股份,☆缩量洗盘,58.17,-1.3901,0.79,地量+缩量,0.11,"上升趋势中缩量回调,支撑有效"
002334.SZ,英威腾,☆缩量洗盘,9.19,-1.3948,0.74,地量+缩量,0.37,"上升趋势中缩量回调,支撑有效"
603605.SH,珀莱雅,☆缩量洗盘,71.48,-1.4069,0.94,,0.22,"上升趋势中缩量回调,支撑有效"
001308.SZ,康冠科技,☆缩量洗盘,21.69,-1.4091,0.77,连续缩量+缩量,0.26,"上升趋势中缩量回调,支撑有效"
002335.SZ,科华数据,☆缩量洗盘,64.33,-1.41,1.01,,0.62,"上升趋势中缩量回调,支撑有效"
003017.SZ,大洋生物,☆缩量洗盘,32.08,-1.4136,0.71,连续缩量+地量+缩量,0.39,"上升趋势中缩量回调,支撑有效"
600520.SH,三佳科技,☆缩量洗盘,27.66,-1.4255,0.65,连续缩量+地量+缩量,0.41,"上升趋势中缩量回调,支撑有效"
002230.SZ,科大讯飞,☆缩量洗盘,57.32,-1.4273,0.96,连续缩量+平量,0.48,"上升趋势中缩量回调,支撑有效"
002628.SZ,成都路桥,☆缩量洗盘,4.83,-1.4286,0.87,连续缩量+缩量,0.59,"上升趋势中缩量回调,支撑有效"
603102.SH,百合股份,☆缩量洗盘,44.84,-1.4289,0.89,连续缩量+缩量,0.38,"上升趋势中缩量回调,支撑有效"
600458.SH,时代新材,☆缩量洗盘,14.8,-1.4647,0.9,连续缩量+平量+缩量,0.49,"上升趋势中缩量回调,支撑有效"
603325.SH,博隆技术,☆缩量洗盘,82.76,-1.4762,0.71,连续缩量+地量+缩量,0.29,"上升趋势中缩量回调,支撑有效"
002188.SZ,中天服务,☆缩量洗盘,6.65,-1.4815,0.78,连续缩量+地量+缩量,0.48,"上升趋势中缩量回调,支撑有效"
002841.SZ,视源股份,☆缩量洗盘,40.43,-1.4864,0.77,连续缩量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
603408.SH,建霖家居,☆缩量洗盘,13.25,-1.487,0.96,,0.5,"上升趋势中缩量回调,支撑有效"
002652.SZ,扬子新材,☆缩量洗盘,3.97,-1.4888,0.72,连续缩量+地量+缩量,0.43,"上升趋势中缩量回调,支撑有效"
003018.SZ,金富科技,☆缩量洗盘,18.14,-1.5201,0.68,地量+缩量,0.43,"上升趋势中缩量回调,支撑有效"
000967.SZ,盈峰环境,☆缩量洗盘,7.1,-1.5257,0.58,连续缩量+地量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
603877.SH,太平鸟,☆缩量洗盘,16.03,-1.5356,0.73,地量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
002406.SZ,远东传动,☆缩量洗盘,8.27,-1.5476,0.68,连续缩量+地量+缩量,0.56,"上升趋势中缩量回调,支撑有效"
600839.SH,四川长虹,☆缩量洗盘,10.14,-1.5534,0.58,连续缩量+地量+缩量,0.36,"上升趋势中缩量回调,支撑有效"
002712.SZ,思美传媒,☆缩量洗盘,6.33,-1.5552,0.9,缩量,0.47,"上升趋势中缩量回调,支撑有效"
600626.SH,申达股份,☆缩量洗盘,5.01,-1.5717,0.61,连续缩量+地量+缩量,0.59,"上升趋势中缩量回调,支撑有效"
600476.SH,湘邮科技,☆缩量洗盘,16.9,-1.5725,1.01,,0.42,"上升趋势中缩量回调,支撑有效"
603088.SH,宁波精达,☆缩量洗盘,11.26,-1.5734,0.63,连续缩量+地量+缩量,0.57,"上升趋势中缩量回调,支撑有效"
605259.SH,绿田机械,☆缩量洗盘,22.34,-1.5859,0.85,连续缩量+地量+缩量,0.18,"上升趋势中缩量回调,支撑有效"
605162.SH,新中港,☆缩量洗盘,9.25,-1.5957,0.7,连续缩量+地量+缩量,0.43,"上升趋势中缩量回调,支撑有效"
002686.SZ,亿利达,☆缩量洗盘,6.77,-1.5988,0.83,连续缩量+地量+缩量,0.31,"上升趋势中缩量回调,支撑有效"
603205.SH,健尔康,☆缩量洗盘,28.36,-1.6302,0.85,连续缩量+缩量,0.35,"上升趋势中缩量回调,支撑有效"
002396.SZ,星网锐捷,☆缩量洗盘,29.52,-1.6328,0.64,连续缩量+地量+缩量,0.45,"上升趋势中缩量回调,支撑有效"
603118.SH,共进股份,☆缩量洗盘,12.01,-1.638,0.79,地量+缩量,0.34,"上升趋势中缩量回调,支撑有效"
603341.SH,龙旗科技,☆缩量洗盘,47.43,-1.6383,0.68,连续缩量+地量+缩量,0.59,"上升趋势中缩量回调,支撑有效"
001239.SZ,永达股份,☆缩量洗盘,16.7,-1.649,0.76,连续缩量+地量+缩量,0.28,"上升趋势中缩量回调,支撑有效"
002401.SZ,中远海科,☆缩量洗盘,16.63,-1.6558,0.83,地量+缩量,0.21,"上升趋势中缩量回调,支撑有效"
002576.SZ,通达动力,☆缩量洗盘,17.78,-1.6593,0.91,,0.34,"上升趋势中缩量回调,支撑有效"
002537.SZ,海联金汇,☆缩量洗盘,8.87,-1.663,0.87,缩量,0.27,"上升趋势中缩量回调,支撑有效"
600862.SH,中航高科,☆缩量洗盘,25.3,-1.6712,0.71,连续缩量+地量+缩量,0.6,"上升趋势中缩量回调,支撑有效"
002607.SZ,中公教育,☆缩量洗盘,2.93,-1.6779,0.7,地量+缩量,0.52,"上升趋势中缩量回调,支撑有效"
000032.SZ,深桑达Ａ,☆缩量洗盘,21.63,-1.6818,0.97,平量,0.34,"上升趋势中缩量回调,支撑有效"
002801.SZ,微光股份,☆缩量洗盘,36.81,-1.6827,0.8,连续缩量+缩量,0.59,"上升趋势中缩量回调,支撑有效"
603041.SH,美思德,☆缩量洗盘,12.85,-1.6832,0.94,,0.31,"上升趋势中缩量回调,支撑有效"
002559.SZ,亚威股份,☆缩量洗盘,10.48,-1.6886,0.74,连续缩量+地量+缩量,0.42,"上升趋势中缩量回调,支撑有效"
600148.SH,长春一东,☆缩量洗盘,20.78,-1.7029,0.81,地量+缩量,0.4,"上升趋势中缩量回调,支撑有效"
002535.SZ,林州重机,☆缩量洗盘,4.02,-1.7115,0.82,连续缩量+地量+缩量,0.31,"上升趋势中缩量回调,支撑有效"
600587.SH,新华医疗,☆缩量洗盘,16.06,-1.7136,0.92,连续缩量+地量+平量,0.41,"上升趋势中缩量回调,支撑有效"
002410.SZ,广联达,☆缩量洗盘,14.25,-1.7241,0.98,连续缩量,0.53,"上升趋势中缩量回调,支撑有效"
002909.SZ,集泰股份,☆缩量洗盘,7.37,-1.7333,0.7,连续缩量+地量+缩量,0.45,"上升趋势中缩量回调,支撑有效"
002655.SZ,共达电声,☆缩量洗盘,13.03,-1.7345,0.68,连续缩量+地量+缩量,0.42,"上升趋势中缩量回调,支撑有效"
603380.SH,易德龙,☆缩量洗盘,41.35,-1.7348,0.49,连续缩量+地量+缩量,0.46,"上升趋势中缩量回调,支撑有效"
603648.SH,畅联股份,☆缩量洗盘,10.75,-1.7367,0.89,缩量,0.3,"上升趋势中缩量回调,支撑有效"
601877.SH,正泰电器,☆缩量洗盘,30.49,-1.7403,0.8,连续缩量+地量+缩量,0.6,"上升趋势中缩量回调,支撑有效"
002981.SZ,朝阳科技,☆缩量洗盘,29.84,-1.7451,0.86,地量+缩量,0.24,"上升趋势中缩量回调,支撑有效"
002015.SZ,协鑫能科,☆缩量洗盘,10.67,-1.7495,0.62,连续缩量+地量+缩量,0.25,"上升趋势中缩量回调,支撑有效"
605088.SH,冠盛股份,☆缩量洗盘,36.33,-1.7577,0.68,地量+缩量,0.45,"上升趋势中缩量回调,支撑有效"
001367.SZ,海森药业,☆缩量洗盘,24.38,-1.7728,0.74,连续缩量+缩量,0.48,"上升趋势中缩量回调,支撑有效"
002925.SZ,盈趣科技,☆缩量洗盘,20.25,-1.7944,0.72,连续缩量+地量+缩量,0.51,"上升趋势中缩量回调,支撑有效"
003007.SZ,直真科技,☆缩量洗盘,44.29,-1.796,0.78,连续缩量+地量+缩量,0.46,"上升趋势中缩量回调,支撑有效"
002815.SZ,崇达技术,☆缩量洗盘,15.79,-1.8035,0.6,地量+缩量,0.57,"上升趋势中缩量回调,支撑有效"
002722.SZ,物产金轮,☆缩量洗盘,15.77,-1.8057,0.77,连续缩量+地量+缩量,0.2,"上升趋势中缩量回调,支撑有效"
002172.SZ,澳洋健康,☆缩量洗盘,4.32,-1.8182,0.75,连续缩量+地量+缩量,0.33,"上升趋势中缩量回调,支撑有效"
003027.SZ,同兴科技,☆缩量洗盘,22.34,-1.8453,0.71,连续缩量+缩量,0.55,"上升趋势中缩量回调,支撑有效"
000628.SZ,高新发展,☆缩量洗盘,51.55,-1.8469,0.64,地量+缩量,0.46,"上升趋势中缩量回调,支撑有效"
603006.SH,联明股份,☆缩量洗盘,13.76,-1.8545,0.7,连续缩量+地量+缩量,0.29,"上升趋势中缩量回调,支撑有效"
603788.SH,宁波高发,☆缩量洗盘,16.39,-1.8563,0.83,连续缩量+地量+平量+缩量,0.35,"上升趋势中缩量回调,支撑有效"
000058.SZ,深赛格,☆缩量洗盘,9.48,-1.8634,0.69,连续缩量+地量+缩量,0.33,"上升趋势中缩量回调,支撑有效"
001223.SZ,欧克科技,☆缩量洗盘,55.1,-1.87,0.74,连续缩量+缩量,0.59,"上升趋势中缩量回调,支撑有效"
002878.SZ,元隆雅图,☆缩量洗盘,19.86,-1.8775,1.02,平量,0.53,"上升趋势中缩量回调,支撑有效"
002910.SZ,庄园牧场,☆缩量洗盘,11.98,-1.8837,0.74,地量+缩量,0.43,"上升趋势中缩量回调,支撑有效"
001387.SZ,雪祺电气,☆缩量洗盘,14.51,-1.8932,0.68,连续缩量+地量+缩量,0.35,"上升趋势中缩量回调,支撑有效"
603321.SH,梅轮电梯,☆缩量洗盘,8.29,-1.8935,0.83,连续缩量+缩量,0.52,"上升趋势中缩量回调,支撑有效"
002356.SZ,赫美集团,☆缩量洗盘,4.14,-1.8957,0.66,连续缩量+地量+缩量,0.57,"上升趋势中缩量回调,支撑有效"
002609.SZ,捷顺科技,☆缩量洗盘,10.31,-1.9029,0.72,地量+缩量,0.44,"上升趋势中缩量回调,支撑有效"
603305.SH,旭升集团,☆缩量洗盘,18.9,-1.9201,0.59,连续缩量+地量+缩量,0.65,"上升趋势中缩量回调,支撑有效"
002454.SZ,松芝股份,☆缩量洗盘,9.18,-1.9231,0.93,,0.54,"上升趋势中缩量回调,支撑有效"
603520.SH,司太立,☆缩量洗盘,10.68,-1.9284,0.65,连续缩量+地量+缩量,0.42,"上升趋势中缩量回调,支撑有效"
603199.SH,九华旅游,☆缩量洗盘,41.47,-1.939,0.58,连续缩量+地量+平量+缩量,0.62,"上升趋势中缩量回调,支撑有效"
601882.SH,海天精工,☆缩量洗盘,20.18,-1.9436,0.94,连续缩量+平量,0.39,"上升趋势中缩量回调,支撑有效"
002153.SZ,石基信息,☆缩量洗盘,13.09,-1.9476,0.97,,0.52,"上升趋势中缩量回调,支撑有效"
605136.SH,丽人丽妆,☆缩量洗盘,12.08,-1.9481,0.97,,0.58,"上升趋势中缩量回调,支撑有效"
603429.SH,集友股份,☆缩量洗盘,11.57,-1.9492,0.92,平量,0.52,"上升趋势中缩量回调,支撑有效"
603272.SH,联翔股份,☆缩量洗盘,21.11,-1.9508,0.63,连续缩量+地量+缩量,0.59,"上升趋势中缩量回调,支撑有效"
603881.SH,数据港,☆缩量洗盘,36.82,-1.9702,1.01,,0.63,"上升趋势中缩量回调,支撑有效"
603324.SH,盛剑科技,☆缩量洗盘,26.95,-2.0,0.76,连续缩量+地量+缩量,0.65,"上升趋势中缩量回调,支撑有效"
002048.SZ,宁波华翔,☆缩量洗盘,32.5,-2.0199,0.67,连续缩量+地量+缩量,0.62,"上升趋势中缩量回调,支撑有效"
002669.SZ,康达新材,☆缩量洗盘,15.0,-2.0248,0.67,连续缩量+地量+缩量,0.64,"上升趋势中缩量回调,支撑有效"
600586.SH,金晶科技,☆缩量洗盘,6.28,-2.0281,0.55,连续缩量+缩量,0.58,"上升趋势中缩量回调,支撑有效"
603105.SH,芯能科技,☆缩量洗盘,10.13,-2.0309,0.82,缩量,0.61,"上升趋势中缩量回调,支撑有效"
603370.SH,华新精科,☆缩量洗盘,51.25,-2.0451,0.49,连续缩量+地量+平量+缩量,0.22,"上升趋势中缩量回调,支撑有效"
002219.SZ,新里程,☆缩量洗盘,2.39,-2.0492,0.68,连续缩量+地量+缩量,0.33,"上升趋势中缩量回调,支撑有效"
000410.SZ,沈阳机床,☆缩量洗盘,8.02,-2.0757,0.78,连续缩量+缩量,0.57,"上升趋势中缩量回调,支撑有效"
003025.SZ,思进智能,☆缩量洗盘,14.61,-2.0777,0.92,地量,0.52,"上升趋势中缩量回调,支撑有效"
600763.SH,通策医疗,☆缩量洗盘,45.17,-2.0811,0.91,,0.54,"上升趋势中缩量回调,支撑有效"
001336.SZ,楚环科技,☆缩量洗盘,26.34,-2.0818,0.89,地量+缩量,0.51,"上升趋势中缩量回调,支撑有效"
002798.SZ,帝欧水华,☆缩量洗盘,6.58,-2.0833,0.59,连续缩量+地量+缩量,0.52,"上升趋势中缩量回调,支撑有效"
601778.SH,晶科科技,☆缩量洗盘,4.2,-2.0979,0.73,连续缩量+地量+缩量,0.61,"上升趋势中缩量回调,支撑有效"
002932.SZ,明德生物,☆缩量洗盘,19.5,-2.1084,0.93,连续缩量,0.37,"上升趋势中缩量回调,支撑有效"
600676.SH,交运股份,☆缩量洗盘,7.87,-2.1144,0.55,连续缩量+地量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
600152.SH,维科技术,☆缩量洗盘,7.74,-2.1492,0.69,连续缩量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
000028.SZ,国药一致,☆缩量洗盘,26.33,-2.1553,0.8,连续缩量+缩量,0.65,"上升趋势中缩量回调,支撑有效"
002393.SZ,力生制药,☆缩量洗盘,22.21,-2.1586,0.85,连续缩量+缩量,0.36,"上升趋势中缩量回调,支撑有效"
603917.SH,合力科技,☆缩量洗盘,14.93,-2.1625,0.64,连续缩量+地量+缩量,0.52,"上升趋势中缩量回调,支撑有效"
603598.SH,引力传媒,☆缩量洗盘,25.3,-2.1655,1.01,平量,0.52,"上升趋势中缩量回调,支撑有效"
603658.SH,安图生物,☆缩量洗盘,37.36,-2.1733,0.93,连续缩量,0.29,"上升趋势中缩量回调,支撑有效"
002549.SZ,凯美特气,☆缩量洗盘,22.94,-2.1748,0.97,梯量+平量,0.62,"上升趋势中缩量回调,支撑有效"
002591.SZ,恒大高新,☆缩量洗盘,7.57,-2.1964,0.64,连续缩量+地量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
605058.SH,澳弘电子,☆缩量洗盘,31.1,-2.2013,0.82,地量+缩量,0.53,"上升趋势中缩量回调,支撑有效"
603538.SH,美诺华,☆缩量洗盘,21.76,-2.2022,0.58,连续缩量+缩量,0.23,"上升趋势中缩量回调,支撑有效"
603859.SH,能科科技,☆缩量洗盘,48.21,-2.211,0.74,连续缩量+地量+缩量,0.47,"上升趋势中缩量回调,支撑有效"
603004.SH,鼎龙科技,☆缩量洗盘,24.21,-2.2213,0.85,连续缩量+地量+缩量,0.55,"上升趋势中缩量回调,支撑有效"
002397.SZ,梦洁股份,☆缩量洗盘,4.39,-2.2272,0.51,连续缩量+地量+缩量,0.6,"上升趋势中缩量回调,支撑有效"
600654.SH,中安科,☆缩量洗盘,3.95,-2.2277,0.87,平量+缩量,0.59,"上升趋势中缩量回调,支撑有效"
600733.SH,北汽蓝谷,☆缩量洗盘,8.24,-2.2539,0.74,缩量,0.38,"上升趋势中缩量回调,支撑有效"
605319.SH,无锡振华,☆缩量洗盘,24.16,-2.2654,0.95,,0.23,"上升趋势中缩量回调,支撑有效"
603087.SH,甘李药业,☆缩量洗盘,69.7,-2.2715,0.84,缩量,0.44,"上升趋势中缩量回调,支撑有效"
001230.SZ,劲旅环境,☆缩量洗盘,23.2,-2.2746,0.92,,0.33,"上升趋势中缩量回调,支撑有效"
603617.SH,君禾股份,☆缩量洗盘,7.68,-2.2901,0.85,连续缩量+缩量,0.24,"上升趋势中缩量回调,支撑有效"
603095.SH,越剑智能,☆缩量洗盘,18.77,-2.2905,0.74,地量+缩量,0.65,"上升趋势中缩量回调,支撑有效"
605018.SH,长华集团,☆缩量洗盘,11.46,-2.3018,0.93,,0.25,"上升趋势中缩量回调,支撑有效"
603082.SH,北自科技,☆缩量洗盘,37.52,-2.3425,0.8,连续缩量+地量+缩量,0.34,"上升趋势中缩量回调,支撑有效"
600071.SH,凤凰光学,☆缩量洗盘,22.06,-2.3462,0.94,,0.37,"上升趋势中缩量回调,支撑有效"
600671.SH,天目药业,☆缩量洗盘,18.66,-2.3548,0.54,连续缩量+地量+缩量,0.51,"上升趋势中缩量回调,支撑有效"
002044.SZ,美年健康,☆缩量洗盘,7.02,-2.3644,0.59,连续缩量+地量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
001380.SZ,华纬科技,☆缩量洗盘,23.44,-2.374,1.05,平量,0.33,"上升趋势中缩量回调,支撑有效"
002038.SZ,双鹭药业,☆缩量洗盘,7.77,-2.3869,0.73,连续缩量+缩量,0.55,"上升趋势中缩量回调,支撑有效"
002617.SZ,露笑科技,☆缩量洗盘,8.99,-2.3887,0.61,连续缩量+地量+缩量,0.37,"上升趋势中缩量回调,支撑有效"
001211.SZ,双枪科技,☆缩量洗盘,28.52,-2.3956,0.82,地量+缩量,0.53,"上升趋势中缩量回调,支撑有效"
603987.SH,康德莱,☆缩量洗盘,9.22,-2.4339,1.04,,0.47,"上升趋势中缩量回调,支撑有效"
603075.SH,热威股份,☆缩量洗盘,23.56,-2.4431,0.75,连续缩量+缩量,0.41,"上升趋势中缩量回调,支撑有效"
600633.SH,浙数文化,☆缩量洗盘,15.09,-2.4564,0.86,连续缩量+缩量,0.51,"上升趋势中缩量回调,支撑有效"
603888.SH,新华网,☆缩量洗盘,23.7,-2.4691,0.78,连续缩量+地量+缩量,0.4,"上升趋势中缩量回调,支撑有效"
002036.SZ,联创电子,☆缩量洗盘,11.63,-2.5147,0.63,连续缩量+缩量,0.61,"上升趋势中缩量回调,支撑有效"
603270.SH,金帝股份,☆缩量洗盘,27.13,-2.5153,0.86,地量+缩量,0.64,"上升趋势中缩量回调,支撑有效"
002023.SZ,海特高新,☆缩量洗盘,13.93,-2.5192,0.69,连续缩量+地量+缩量,0.62,"上升趋势中缩量回调,支撑有效"
603158.SH,腾龙股份,☆缩量洗盘,10.64,-2.5641,1.04,,0.31,"上升趋势中缩量回调,支撑有效"
605398.SH,新炬网络,☆缩量洗盘,30.81,-2.5925,0.75,连续缩量+地量+缩量,0.33,"上升趋势中缩量回调,支撑有效"
002316.SZ,亚联发展,☆缩量洗盘,5.26,-2.5926,0.77,连续缩量+地量+缩量,0.35,"上升趋势中缩量回调,支撑有效"
603709.SH,中源家居,☆缩量洗盘,17.64,-2.5953,0.58,连续缩量+地量+缩量,0.34,"上升趋势中缩量回调,支撑有效"
603089.SH,正裕工业,☆缩量洗盘,13.87,-2.5983,0.69,连续缩量+地量+缩量,0.28,"上升趋势中缩量回调,支撑有效"
001212.SZ,中旗新材,☆缩量洗盘,52.34,-2.6233,0.84,连续缩量+缩量,0.5,"上升趋势中缩量回调,支撑有效"
000607.SZ,华媒控股,☆缩量洗盘,4.8,-2.6369,0.54,连续缩量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
002579.SZ,中京电子,☆缩量洗盘,12.31,-2.6877,0.46,连续缩量+地量+缩量,0.39,"上升趋势中缩量回调,支撑有效"
603936.SH,博敏电子,☆缩量洗盘,12.63,-2.6965,0.65,地量+缩量,0.49,"上升趋势中缩量回调,支撑有效"
603334.SH,丰倍生物,☆缩量洗盘,48.35,-2.7163,0.93,,0.2,"上升趋势中缩量回调,支撑有效"
603166.SH,福达股份,☆缩量洗盘,17.29,-2.7559,0.77,连续缩量+地量+缩量,0.44,"上升趋势中缩量回调,支撑有效"
002283.SZ,天润工业,☆缩量洗盘,6.93,-2.805,0.5,连续缩量+地量+缩量,0.64,"上升趋势中缩量回调,支撑有效"
000066.SZ,中国长城,☆缩量洗盘,16.6,-2.8103,0.45,连续缩量+地量+缩量,0.49,"上升趋势中缩量回调,支撑有效"
603666.SH,亿嘉和,☆缩量洗盘,32.92,-2.8622,0.8,缩量,0.51,"上升趋势中缩量回调,支撑有效"
