ts_code,name,list_date,delist_date
600533.SH,栖霞建设,20020328,
600535.SH,天士力,20020823,
600536.SH,中国软件,20020517,
600537.SH,亿晶光电,20030123,
600538.SH,国发股份,20030114,
600539.SH,狮头股份,20010824,
600540.SH,新赛股份,20040107,
600543.SH,莫高股份,20040324,
600545.SH,卓郎智能,20031203,
600546.SH,山煤国际,20030731,
600547.SH,山东黄金,20030828,
600548.SH,深高速,20011225,
600549.SH,厦门钨业,20021107,
600550.SH,保变电气,20010228,
600551.SH,时代出版,20020905,
600552.SH,凯盛科技,20021108,
600556.SH,天下秀,20010807,
600557.SH,康缘药业,20020918,
600558.SH,大西洋,20010227,
600559.SH,老白干酒,20021029,
600560.SH,金自天正,20020919,
600561.SH,江西长运,20020716,
600562.SH,国睿科技,20030128,
600563.SH,法拉电子,20021210,
600566.SH,济川药业,20010822,
600567.SH,山鹰国际,20011218,
600568.SH,ST中珠,20010518,
600569.SH,安阳钢铁,20010820,
600570.SH,恒生电子,20031216,
600571.SH,信雅达,20021101,
600572.SH,康恩贝,20040412,
600573.SH,惠泉啤酒,20030226,
600575.SH,淮河能源,20030328,
600576.SH,祥源文旅,20030220,
600577.SH,精达股份,20020911,
600578.SH,京能电力,20020510,
600579.SH,中化装备,20020809,
600580.SH,卧龙电驱,20020606,
600581.SH,八一钢铁,20020816,
600582.SH,天地科技,20020515,
600583.SH,海油工程,20020205,
600584.SH,长电科技,20030603,
600585.SH,海螺水泥,20020207,
600586.SH,金晶科技,20020815,
600587.SH,新华医疗,20020927,
600588.SH,用友网络,20010518,
600589.SH,大位科技,20010612,
600590.SH,泰豪科技,20020703,
600592.SH,龙溪股份,20020805,
600593.SH,大连圣亚,20020711,
600594.SH,益佰制药,20040323,
600595.SH,中孚实业,20020626,
600596.SH,新安股份,20010906,
600597.SH,光明乳业,20020828,
600598.SH,北大荒,20020329,
600599.SH,*ST熊猫,20010828,
600600.SH,青岛啤酒,19930827,
600601.SH,方正科技,19901219,
600602.SH,云赛智联,19901219,
600603.SH,广汇物流,19920113,
600604.SH,市北高新,19920327,
600605.SH,汇通能源,19920327,
600606.SH,绿地控股,19920327,
600608.SH,*ST沪科,19920327,
600609.SH,金杯汽车,19920724,
600610.SH,中毅达,19920805,
600611.SH,大众交通,19920807,
600612.SH,老凤祥,19920814,
600613.SH,神奇制药,19920820,
600615.SH,鑫源智造,19920910,
600616.SH,金枫酒业,19920929,
600617.SH,国新能源,19921013,
600618.SH,氯碱化工,19921113,
600619.SH,海立股份,19921116,
600620.SH,天宸股份,19921117,
600621.SH,华鑫股份,19921202,
600622.SH,光大嘉宝,19921203,
600623.SH,华谊集团,19921204,
600624.SH,ST复华,19930105,
600626.SH,申达股份,19930107,
600628.SH,新世界,19930119,
600629.SH,华建集团,19930209,
600630.SH,龙头股份,19930209,
600633.SH,浙数文化,19930304,
600635.SH,大众公用,19930304,
600636.SH,*ST国化,19930316,
600637.SH,东方明珠,19930316,
600638.SH,新黄浦,19930326,
600639.SH,浦东金桥,19930326,
600640.SH,国脉文化,19930407,
600641.SH,先导基电,19930407,
600642.SH,申能股份,19930416,
600643.SH,爱建集团,19930426,
600644.SH,乐山电力,19930426,
600645.SH,中源协和,19930504,
600648.SH,外高桥,19930504,
600649.SH,城投控股,19930518,
600650.SH,锦江在线,19930607,
600651.SH,飞乐音响,19901219,
600653.SH,申华控股,19901219,
600654.SH,中安科,19901219,
600655.SH,豫园股份,19920902,
600657.SH,信达地产,19930524,
600658.SH,电子城,19930524,
600660.SH,福耀玻璃,19930610,
600661.SH,昂立教育,19930614,
600662.SH,外服控股,19930614,
600663.SH,陆家嘴,19930628,
600664.SH,哈药股份,19930629,
600665.SH,天地源,19930709,
600666.SH,奥瑞德,19930712,
600667.SH,太极实业,19930728,
600668.SH,尖峰集团,19930728,
600671.SH,天目药业,19930823,
600673.SH,东阳光,19930917,
600674.SH,川投能源,19930924,
600675.SH,中华企业,19930924,
600676.SH,交运股份,19930928,
600678.SH,四川金顶,19931008,
600679.SH,上海凤凰,19931008,
600681.SH,百川能源,19931018,
600682.SH,南京新百,19931018,
600683.SH,京投发展,19931025,
600684.SH,珠江股份,19931028,
600685.SH,中船防务,19931028,
600686.SH,金龙汽车,19931108,
600688.SH,上海石化,19931108,
600689.SH,上海三毛,19931108,
600690.SH,海尔智家,19931119,
600691.SH,潞化科技,19931119,
600692.SH,亚通股份,19931119,
600693.SH,东百集团,19931122,
600694.SH,大商股份,19931122,
600696.SH,*ST岩石,19931206,
600697.SH,欧亚集团,19931206,
600698.SH,湖南天雁,19931206,
600699.SH,均胜电子,19931206,
600702.SH,舍得酒业,19960524,
600703.SH,三安光电,19960528,
600704.SH,物产中大,19960606,
600706.SH,曲江文旅,19960516,
600707.SH,彩虹股份,19960520,
600708.SH,光明地产,19960606,
600710.SH,苏美达,19960701,
600711.SH,盛屯矿业,19960531,
600712.SH,南宁百货,19960626,
600713.SH,南京医药,19960701,
600714.SH,金瑞矿业,19960606,
600715.SH,文投控股,19960701,
600716.SH,凤凰股份,19960702,
600717.SH,天津港,19960614,
600718.SH,东软集团,19960618,
600719.SH,大连热电,19960716,
600720.SH,中交设计,19960716,
600721.SH,百花医药,19960626,
600722.SH,金牛化工,19960626,
600724.SH,宁波富达,19960716,
600725.SH,云维股份,19960702,
600726.SH,华电能源,19960701,
600727.SH,鲁北化工,19960702,
600728.SH,佳都科技,19960716,
600729.SH,重庆百货,19960702,
600730.SH,中国高科,19960726,
600731.SH,湖南海利,19960802,
600732.SH,爱旭股份,19960816,
600733.SH,北汽蓝谷,19960816,
600734.SH,实达集团,19960808,
600735.SH,ST新华锦,19960726,
600736.SH,苏州高新,19960815,
600737.SH,中粮糖业,19960731,
600738.SH,丽尚国潮,19960802,
600739.SH,辽宁成大,19960819,
600740.SH,山西焦化,19960808,
600741.SH,华域汽车,19960826,
600742.SH,富维股份,19960826,
600743.SH,华远控股,19960909,
600744.SH,华银电力,19960905,
600745.SH,闻泰科技,19960828,
600746.SH,江苏索普,19960918,
600748.SH,上实发展,19960925,
600749.SH,西藏旅游,19961015,
600750.SH,江中药业,19960923,
600751.SH,海航科技,19960909,
600753.SH,*ST海钦,19960927,
600754.SH,锦江酒店,19961011,
600755.SH,厦门国贸,19961003,
600756.SH,浪潮软件,19960923,
600757.SH,长江传媒,19961003,
600758.SH,辽宁能源,19961029,
600759.SH,洲际油气,19961008,
600760.SH,中航沈飞,19961011,
600761.SH,安徽合力,19961009,
600763.SH,通策医疗,19961030,
600764.SH,中国海防,19961104,
600765.SH,中航重机,19961106,
600768.SH,宁波富邦,19961111,
600769.SH,祥龙电业,19961101,
600770.SH,综艺股份,19961120,
600771.SH,广誉远,19961105,
600773.SH,西藏城投,19961108,
600774.SH,汉商集团,19961108,
600775.SH,南京熊猫,19961118,
600776.SH,东方通信,19961126,
600777.SH,*ST新潮,19961121,
600778.SH,友好集团,19961203,
600779.SH,水井坊,19961206,
600780.SH,通宝能源,19961205,
600782.SH,新钢股份,19961225,
600783.SH,鲁信创投,19961225,
600784.SH,鲁银投资,19961225,
600785.SH,新华百货,19970108,
600787.SH,中储股份,19970121,
600789.SH,鲁抗医药,19970226,
600790.SH,轻纺城,19970228,
600791.SH,京能置业,19970130,
600792.SH,云煤能源,19970123,
600793.SH,宜宾纸业,19970220,
600794.SH,保税科技,19970306,
600795.SH,国电电力,19970318,
600796.SH,钱江生化,19970408,
600797.SH,浙大网新,19970418,
600798.SH,宁波海运,19970423,
600800.SH,渤海化学,19931206,
600801.SH,华新建材,19940103,
600802.SH,福建水泥,19940103,
600803.SH,新奥股份,19940103,
600805.SH,悦达投资,19940103,
600807.SH,济高发展,19940103,
600808.SH,马钢股份,19940106,
600809.SH,山西汾酒,19940106,
600810.SH,神马股份,19940106,
600812.SH,华北制药,19940114,
600814.SH,杭州解百,19940114,
600815.SH,厦工股份,19940128,
600816.SH,建元信托,19940128,
600817.SH,宇通重工,19940128,
600818.SH,中路股份,19940128,
600819.SH,耀皮玻璃,19940128,
600820.SH,隧道股份,19940128,
600821.SH,金开新能,19940128,
600822.SH,上海物贸,19940204,
600824.SH,益民集团,19940204,
600825.SH,新华传媒,19940204,
600826.SH,兰生股份,19940204,
600827.SH,百联股份,19940204,
600828.SH,茂业商业,19940224,
600829.SH,人民同泰,19940224,
600830.SH,香溢融通,19940224,
600831.SH,广电网络,19940224,
600833.SH,第一医药,19940224,
600834.SH,申通地铁,19940224,
600835.SH,上海机电,19940224,
600838.SH,上海九百,19940224,
600839.SH,四川长虹,19940311,
600841.SH,动力新科,19940311,
600843.SH,上工申贝,19940311,
600844.SH,金煤科技,19940311,
600845.SH,宝信软件,19940311,
600846.SH,同济科技,19940311,
600847.SH,万里股份,19940324,
600848.SH,上海临港,19940324,
601607.SH,上海医药,19940324,
600850.SH,电科数字,19940324,
600851.SH,海欣股份,19940404,
600853.SH,龙建股份,19940404,
600854.SH,春兰股份,19940425,
600855.SH,航天长峰,19940425,
600857.SH,宁波中百,19940425,
600858.SH,银座股份,19940506,
600859.SH,王府井,19940506,
600860.SH,京城股份,19940506,
600861.SH,北京人力,19940520,
600862.SH,中航高科,19940520,
600863.SH,内蒙华电,19940520,
600864.SH,哈投股份,19940809,
600865.SH,百大集团,19940809,
600866.SH,星湖科技,19940818,
600867.SH,通化东宝,19940824,
600868.SH,梅雁吉祥,19940912,
600869.SH,远东股份,19950206,
600871.SH,石化油服,19950411,
600872.SH,中炬高新,19950124,
600873.SH,梅花生物,19950217,
600874.SH,创业环保,19950630,
600875.SH,东方电气,19951010,
600876.SH,凯盛新能,19951031,
600877.SH,电科芯片,19951013,
600879.SH,航天电子,19951115,
600880.SH,博瑞传播,19951115,
600881.SH,亚泰集团,19951115,
600882.SH,妙可蓝多,19951206,
600883.SH,博闻科技,19951208,
600884.SH,杉杉股份,19960130,
600885.SH,宏发股份,19960205,
600886.SH,国投电力,19960118,
600887.SH,伊利股份,19960312,
600888.SH,新疆众和,19960215,
600889.SH,南京化纤,19960308,
600892.SH,*ST大晟,19960315,
600893.SH,航发动力,19960408,
600894.SH,广日股份,19960328,
600895.SH,张江高科,19960422,
600897.SH,厦门空港,19960531,
600900.SH,长江电力,20031118,
600960.SH,渤海汽车,20040407,
600963.SH,岳阳林纸,20040525,
600966.SH,博汇纸业,20040608,
600967.SH,内蒙一机,20040518,
600969.SH,郴电国际,20040408,
600975.SH,新五丰,20040609,
600976.SH,健民集团,20040419,
600980.SH,北矿科技,20040512,
600985.SH,淮北矿业,20040428,
600986.SH,浙文互联,20040426,
600988.SH,赤峰黄金,20040414,
600990.SH,四创电子,20040510,
600992.SH,贵绳股份,20040514,
600993.SH,马应龙,20040517,
600995.SH,南网储能,20040615,
600997.SH,开滦股份,20040602,
002017.SZ,东信和平,20040713,
002003.SZ,伟星股份,20040625,
002004.SZ,华邦健康,20040625,
002005.SZ,ST德豪,20040625,
002006.SZ,精工科技,20040625,
002007.SZ,华兰生物,20040625,
002008.SZ,大族激光,20040625,
002009.SZ,天奇股份,20040629,
002010.SZ,传化智联,20040629,
002011.SZ,盾安环境,20040705,
002012.SZ,凯恩股份,20040705,
002014.SZ,永新股份,20040708,
002015.SZ,协鑫能科,20040708,
002016.SZ,世荣兆业,20040708,
002019.SZ,亿帆医药,20040713,
002020.SZ,京新药业,20040715,
002021.SZ,中捷资源,20040715,
002022.SZ,科华生物,20040721,
002023.SZ,海特高新,20040721,
002024.SZ,ST易购,20040721,
002025.SZ,航天电器,20040726,
002026.SZ,山东威达,20040727,
002027.SZ,分众传媒,20040804,
002028.SZ,思源电气,20040805,
002029.SZ,七匹狼,20040806,
002030.SZ,达安基因,20040809,
002031.SZ,巨轮智能,20040816,
002032.SZ,苏泊尔,20040817,
002033.SZ,丽江股份,20040825,
002034.SZ,旺能环境,20040826,
002035.SZ,华帝股份,20040901,
002036.SZ,联创电子,20040903,
002037.SZ,保利联合,20040908,
002038.SZ,双鹭药业,20040909,
600022.SH,山东钢铁,20040629,
600143.SH,金发科技,20040623,
600482.SH,中国动力,20040714,
600961.SH,株冶集团,20040830,
600962.SH,国投中鲁,20040622,
600965.SH,福成股份,20040713,
600971.SH,恒源煤电,20040817,
600973.SH,宝胜股份,20040802,
600979.SH,广安爱众,20040906,
600981.SH,苏豪汇鸿,20040630,
600982.SH,宁波能源,20040706,
600983.SH,惠而浦,20040727,
600984.SH,建设机械,20040707,
600987.SH,航民股份,20040809,
600027.SH,华电国际,20050203,
002039.SZ,黔源电力,20050303,
002040.SZ,南京港,20050325,
600970.SH,中材国际,20050412,
002041.SZ,登海种业,20050418,
002042.SZ,华孚时尚,20050427,
002043.SZ,兔宝宝,20050510,
002044.SZ,美年健康,20050518,
002045.SZ,国光电器,20050523,
002046.SZ,国机精工,20050526,
002047.SZ,*ST宝鹰,20050531,
002048.SZ,宁波华翔,20050603,
002049.SZ,紫光国微,20050606,
002050.SZ,三花智控,20050607,
300150.SZ,世纪瑞尔,20101222,
002051.SZ,中工国际,20060619,
002052.SZ,同洲电子,20060627,
002053.SZ,云南能投,20060627,
601001.SH,晋控煤业,20060623,
601988.SH,中国银行,20060705,
002054.SZ,德美化工,20060725,
002055.SZ,ST得润,20060725,
002056.SZ,横店东磁,20060802,
600048.SH,保利发展,20060731,
002057.SZ,中钢天源,20060802,
002058.SZ,*ST威尔,20060802,
002059.SZ,云南旅游,20060810,
601006.SH,大秦铁路,20060801,
002060.SZ,广东建工,20060810,
002061.SZ,浙江交科,20060816,
002062.SZ,宏润建设,20060816,
002063.SZ,远光软件,20060823,
002064.SZ,华峰化学,20060823,
002065.SZ,东华软件,20060823,
002066.SZ,瑞泰科技,20060823,
601111.SH,中国国航,20060818,
002067.SZ,景兴纸业,20060915,
002068.SZ,黑猫股份,20060915,
300016.SZ,北陆药业,20091030,
300271.SZ,华宇软件,20111026,
601699.SH,潞安环能,20060922,
002069.SZ,獐子岛,20060928,
002279.SZ,久其软件,20090811,
002072.SZ,凯瑞德,20061018,
601588.SH,北辰实业,20061016,
002073.SZ,软控股份,20061018,
600017.SH,日照港,20061017,
002074.SZ,国轩高科,20061018,
002075.SZ,沙钢股份,20061025,
002076.SZ,*ST星光,20061025,
601398.SH,工商银行,20061027,
002079.SZ,苏州固锝,20061116,
002078.SZ,太阳纸业,20061116,
002077.SZ,大港股份,20061116,
600018.SH,上港集团,20061026,
002080.SZ,中材科技,20061120,
002081.SZ,金螳螂,20061120,
002082.SZ,万邦德,20061120,
601666.SH,平煤股份,20061123,
002083.SZ,孚日股份,20061124,
002084.SZ,海鸥住工,20061124,
002085.SZ,万丰奥威,20061128,
002086.SZ,东方海洋,20061128,
002088.SZ,鲁阳节能,20061130,
601872.SH,招商轮船,20061201,
002090.SZ,金智科技,20061208,
002091.SZ,江苏国泰,20061208,
002092.SZ,中泰化学,20061208,
601991.SH,大唐发电,20061220,
002095.SZ,生意宝,20061215,
002094.SZ,青岛金王,20061215,
002093.SZ,国脉科技,20061215,
002102.SZ,能特科技,20061229,
002101.SZ,广东鸿图,20061229,
002099.SZ,海翔药业,20061226,
002100.SZ,天康生物,20061226,
002097.SZ,山河智能,20061222,
002096.SZ,易普力,20061222,
002098.SZ,浔兴股份,20061222,
002103.SZ,广博股份,20070110,
002105.SZ,信隆健康,20070112,
601333.SH,广深铁路,20061222,
002104.SZ,恒宝股份,20070110,
002110.SZ,三钢闽光,20070126,
002108.SZ,沧州明珠,20070124,
002106.SZ,莱宝高科,20070112,
002109.SZ,兴化股份,20070126,
601002.SH,晋亿实业,20070126,
601628.SH,中国人寿,20070109,
002107.SZ,沃华医药,20070124,
002111.SZ,威海广泰,20070126,
002121.SZ,科陆电子,20070306,
002112.SZ,三变科技,20070208,
002114.SZ,罗平锌电,20070215,
002115.SZ,三维通信,20070215,
002120.SZ,韵达股份,20070306,
002116.SZ,中国海诚,20070215,
002117.SZ,东港股份,20070302,
601166.SH,兴业银行,20070205,
002119.SZ,康强电子,20070302,
601003.SH,柳钢股份,20070227,
002124.SZ,天邦食品,20070403,
601005.SH,重庆钢铁,20070228,
601318.SH,中国平安,20070301,
002123.SZ,梦网科技,20070328,
601007.SH,金陵饭店,20070406,
002125.SZ,湘潭电化,20070403,
300318.SZ,博晖创新,20120523,
002122.SZ,ST汇洲,20070328,
002126.SZ,银轮股份,20070418,
601008.SH,连云港,20070426,
002130.SZ,沃尔核材,20070420,
002129.SZ,TCL中环,20070420,
002127.SZ,南极电商,20070418,
002131.SZ,利欧股份,20070427,
002132.SZ,恒星科技,20070427,
002134.SZ,天津普林,20070516,
002135.SZ,东南网架,20070530,
002136.SZ,安纳达,20070530,
002133.SZ,广宇集团,20070427,
000338.SZ,潍柴动力,20070430,
002128.SZ,电投能源,20070418,
601998.SH,中信银行,20070427,
002139.SZ,拓邦股份,20070629,
601328.SH,交通银行,20070515,
601600.SH,中国铝业,20070430,
002137.SZ,实益达,20070613,
002138.SZ,顺络电子,20070613,
002170.SZ,芭田股份,20070919,
002140.SZ,东华科技,20070712,
601919.SH,中远海控,20070626,
601168.SH,西部矿业,20070712,
002144.SZ,宏达高科,20070803,
002141.SZ,贤丰控股,20070720,
002142.SZ,宁波银行,20070719,
601009.SH,南京银行,20070719,
002153.SZ,石基信息,20070813,
002146.SZ,荣盛发展,20070808,
002159.SZ,三特索道,20070817,
002148.SZ,北纬科技,20070810,
002150.SZ,正泰电源,20070810,
002152.SZ,广电运通,20070813,
002149.SZ,西部材料,20070810,
002157.SZ,正邦科技,20070817,
002155.SZ,湖南黄金,20070816,
002151.SZ,北斗星通,20070813,
002156.SZ,通富微电,20070816,
002145.SZ,钛能化学,20070803,
002158.SZ,汉钟精机,20070817,
002168.SZ,*ST惠程,20070919,
002160.SZ,常铝股份,20070821,
002161.SZ,远望谷,20070821,
002254.SZ,泰和新材,20080625,
002154.SZ,报喜鸟,20070816,
002164.SZ,宁波东力,20070823,
002162.SZ,悦心健康,20070823,
002163.SZ,海南发展,20070823,
002169.SZ,智光电气,20070919,
002167.SZ,东方锆业,20070913,
002175.SZ,东方智造,20071012,
002171.SZ,楚江新材,20070921,
002165.SZ,红宝丽,20070913,
002192.SZ,融捷股份,20071205,
002166.SZ,莱茵生物,20070913,
002172.SZ,澳洋健康,20070921,
002174.SZ,游族网络,20070925,
601169.SH,北京银行,20070919,
002173.SZ,创新医疗,20070925,
002176.SZ,江特电机,20071012,
002179.SZ,中航光电,20071101,
002177.SZ,御银股份,20071101,
002180.SZ,纳思达,20071113,
601939.SH,建设银行,20070925,
002178.SZ,延华智能,20071101,
601808.SH,中海油服,20070928,
300477.SZ,ST合纵,20150610,
002183.SZ,怡亚通,20071113,
002185.SZ,华天科技,20071120,
002182.SZ,宝武镁业,20071113,
002184.SZ,海得控制,20071116,
601088.SH,中国神华,20071009,
002189.SZ,中光学,20071203,
601857.SH,中国石油,20071105,
002188.SZ,中天服务,20071122,
002187.SZ,广百股份,20071122,
002186.SZ,全聚德,20071120,
002196.SZ,方正电机,20071212,
002208.SZ,合肥城建,20080128,
002193.SZ,如意集团,20071207,
002190.SZ,成飞集成,20071203,
002191.SZ,劲嘉股份,20071205,
002194.SZ,武汉凡谷,20071207,
002195.SZ,岩山科技,20071212,
300213.SZ,佳讯飞鸿,20110505,
002200.SZ,*ST交投,20071221,
002199.SZ,*ST东晶,20071221,
002198.SZ,嘉应制药,20071218,
601390.SH,中国中铁,20071203,
601918.SH,新集能源,20071219,
002197.SZ,证通电子,20071218,
002201.SZ,九鼎新材,20071226,
002203.SZ,海亮股份,20080116,
601999.SH,出版传媒,20071221,
002202.SZ,金风科技,20071226,
601866.SH,中远海发,20071212,
002204.SZ,大连重工,20080116,
002205.SZ,国统股份,20080123,
601601.SH,中国太保,20071225,
002207.SZ,准油股份,20080128,
002206.SZ,海利得,20080123,
002209.SZ,达意隆,20080130,
002210.SZ,飞马国际,20080130,
002211.SZ,ST宏达,20080201,
002213.SZ,大为股份,20080201,
601099.SH,太平洋,20071228,
002212.SZ,天融信,20080201,
002216.SZ,三全食品,20080220,
601899.SH,紫金矿业,20080425,
002215.SZ,诺普信,20080218,
002214.SZ,*ST大立,20080218,
002226.SZ,江南化工,20080506,
002217.SZ,合力泰,20080220,
002218.SZ,拓日新能,20080228,
002222.SZ,福晶科技,20080319,
601898.SH,中煤能源,20080201,
002221.SZ,东华能源,20080306,
002224.SZ,三力士,20080425,
002219.SZ,新里程,20080306,
601958.SH,金钼股份,20080417,
601186.SH,中国铁建,20080310,
002223.SZ,鱼跃医疗,20080418,
002225.SZ,濮耐股份,20080425,
002228.SZ,合兴包装,20080508,
002227.SZ,奥特迅,20080506,
002244.SZ,滨江集团,20080529,
002230.SZ,科大讯飞,20080512,
002237.SZ,恒邦股份,20080520,
002235.SZ,安妮股份,20080516,
002232.SZ,启明信息,20080509,
002231.SZ,*ST奥维,20080512,
002249.SZ,大洋电机,20080619,
002229.SZ,鸿博股份,20080508,
002253.SZ,*ST智胜,20080623,
002234.SZ,民和股份,20080516,
002246.SZ,北化股份,20080605,
002233.SZ,塔牌集团,20080516,
002243.SZ,力合科创,20080528,
002236.SZ,大华股份,20080520,
002265.SZ,建设工业,20080806,
002252.SZ,上海莱士,20080623,
002240.SZ,盛新锂能,20080523,
002247.SZ,聚力文化,20080612,
002239.SZ,奥特佳,20080522,
002238.SZ,天威视讯,20080526,
002242.SZ,九阳股份,20080528,
002245.SZ,蔚蓝锂芯,20080605,
002241.SZ,歌尔股份,20080522,
002248.SZ,华东数控,20080612,
002263.SZ,大东南,20080728,
002274.SZ,华昌化工,20080925,
002251.SZ,步步高,20080619,
002256.SZ,兆新股份,20080625,
002261.SZ,拓维信息,20080723,
002255.SZ,海陆重工,20080625,
002259.SZ,升达林业,20080716,
002262.SZ,恩华药业,20080723,
002264.SZ,新华都,20080731,
002258.SZ,利尔化学,20080708,
002250.SZ,联化科技,20080619,
601668.SH,中国建筑,20090729,
002267.SZ,陕天然气,20080813,
002268.SZ,电科网安,20080811,
002271.SZ,东方雨虹,20080910,
002269.SZ,美邦服饰,20080828,
002270.SZ,华明装备,20080905,
002272.SZ,川润股份,20080919,
002266.SZ,浙富控股,20080806,
002275.SZ,桂林三金,20090710,
002273.SZ,水晶光电,20080919,
002396.SZ,星网锐捷,20100623,
601107.SH,四川成渝,20090727,
601766.SH,中国中车,20080818,
601788.SH,光大证券,20090818,
002276.SZ,万马股份,20090710,
002282.SZ,博深股份,20090821,
002284.SZ,亚太股份,20090828,
002283.SZ,天润工业,20090821,
002362.SZ,汉王科技,20100303,
002277.SZ,友阿股份,20090717,
601727.SH,上海电气,20081205,
002278.SZ,神开股份,20090811,
002461.SZ,珠江啤酒,20100818,
002285.SZ,世联行,20090828,
002281.SZ,光迅科技,20090821,
002287.SZ,奇正藏药,20090828,
002286.SZ,保龄宝,20090828,
002289.SZ,*ST宇顺,20090903,
300370.SZ,安控科技,20140123,
002290.SZ,禾盛新材,20090903,
002296.SZ,辉煌科技,20090929,
002295.SZ,精艺股份,20090929,
002291.SZ,遥望科技,20090903,
002300.SZ,太阳电缆,20091021,
002292.SZ,奥飞娱乐,20090910,
002293.SZ,罗莱生活,20090910,
002294.SZ,信立泰,20090910,
600999.SH,招商证券,20091117,
002297.SZ,博云新材,20090929,
300002.SZ,神州泰岳,20091030,
002599.SZ,盛通股份,20110715,
601126.SH,四方股份,20101231,
601633.SH,长城汽车,20110928,
002467.SZ,二六三,20100908,
002446.SZ,盛路通信,20100713,
002448.SZ,中原内配,20100716,
002438.SZ,江苏神通,20100623,
002490.SZ,山东墨龙,20101021,
002419.SZ,天虹股份,20100601,
300445.SZ,康斯特,20150424,
300353.SZ,东土科技,20120927,
300444.SZ,双杰电气,20150423,
002298.SZ,中电鑫龙,20090929,
002506.SZ,协鑫集成,20101118,
601888.SH,中国中免,20091015,
002299.SZ,圣农发展,20091021,
002301.SZ,齐心集团,20091021,
002489.SZ,浙江永强,20101021,
002304.SZ,洋河股份,20091106,
002306.SZ,*ST云网,20091111,
002365.SZ,永安药业,20100305,
002302.SZ,西部建设,20091103,
002307.SZ,北新路桥,20091111,
002350.SZ,北京科锐,20100203,
002315.SZ,焦点科技,20091209,
002305.SZ,*ST南置,20091106,
002303.SZ,美盈森,20091103,
002756.SZ,永兴材料,20150515,
002310.SZ,东方新能,20091127,
601139.SH,深圳燃气,20091225,
002309.SZ,中利集团,20091127,
002311.SZ,海大集团,20091127,
002312.SZ,川发龙蟒,20091203,
002523.SZ,天桥起重,20101210,
601618.SH,中国中冶,20090921,
002313.SZ,日海智能,20091203,
002314.SZ,南山控股,20091203,
002316.SZ,亚联发展,20091209,
002356.SZ,赫美集团,20100209,
601117.SH,中国化学,20100107,
002318.SZ,久立特材,20091211,
002327.SZ,富安娜,20091230,
002317.SZ,众生药业,20091211,
002319.SZ,乐通股份,20091211,
002474.SZ,榕基软件,20100915,
002321.SZ,华英农业,20091216,
300010.SZ,豆神教育,20091030,
300001.SZ,特锐德,20091030,
002331.SZ,皖通科技,20100106,
300004.SZ,南风股份,20091030,
300008.SZ,天海防务,20091030,
300003.SZ,乐普医疗,20091030,
300006.SZ,莱美药业,20091030,
300007.SZ,汉威科技,20091030,
300014.SZ,亿纬锂能,20091030,
300009.SZ,安科生物,20091030,
300011.SZ,鼎汉技术,20091030,
300005.SZ,探路者,20091030,
300013.SZ,新宁物流,20091030,
601801.SH,皖新传媒,20100118,
002328.SZ,新朋股份,20091230,
300012.SZ,华测检测,20091030,
300018.SZ,中元股份,20091030,
300071.SZ,福石控股,20100421,
300017.SZ,网宿科技,20091030,
300015.SZ,爱尔眼科,20091030,
300019.SZ,硅宝科技,20091030,
300020.SZ,ST银江,20091030,
300022.SZ,吉峰科技,20091030,
300024.SZ,机器人,20091030,
300021.SZ,大禹节水,20091030,
300033.SZ,同花顺,20091225,
002320.SZ,海峡股份,20091216,
601877.SH,正泰电器,20100121,
300027.SZ,华谊兄弟,20091030,
300026.SZ,红日药业,20091030,
300025.SZ,华星创业,20091030,
002324.SZ,普利特,20091218,
002322.SZ,理工能科,20091218,
002323.SZ,雅博股份,20091218,
002326.SZ,永太科技,20091222,
002330.SZ,得利斯,20100106,
002329.SZ,皇氏集团,20100106,
002333.SZ,罗普斯金,20100112,
002332.SZ,仙琚制药,20100112,
002334.SZ,英威腾,20100113,
002337.SZ,赛象科技,20100115,
002335.SZ,科华数据,20100113,
002338.SZ,奥普光电,20100115,
002340.SZ,格林美,20100122,
002561.SZ,徐家汇,20110303,
002339.SZ,积成电子,20100122,
002344.SZ,海宁皮城,20100126,
300031.SZ,宝通科技,20091225,
300139.SZ,晓程科技,20101112,
002342.SZ,巨力索具,20100126,
002538.SZ,司尔特,20110118,
002343.SZ,慈文传媒,20100126,
002345.SZ,潮宏基,20100128,
002346.SZ,柘中股份,20100128,
002347.SZ,泰尔股份,20100128,
002348.SZ,高乐股份,20100203,
002381.SZ,双箭股份,20100402,
300034.SZ,钢研高纳,20091225,
300032.SZ,金龙机电,20091225,
002349.SZ,精华制药,20100203,
601678.SH,滨化股份,20100223,
002351.SZ,漫步者,20100205,
002352.SZ,顺丰控股,20100205,
002591.SZ,恒大高新,20110621,
002355.SZ,兴民智通,20100209,
002353.SZ,杰瑞股份,20100205,
300029.SZ,*ST天龙,20091225,
002354.SZ,天娱数科,20100209,
300035.SZ,中科电气,20091225,
300247.SZ,融捷健康,20110729,
300036.SZ,超图软件,20091225,
300030.SZ,阳普医疗,20091225,
002358.SZ,森源电气,20100210,
002549.SZ,凯美特气,20110218,
300041.SZ,回天新材,20100108,
300037.SZ,新宙邦,20100108,
002357.SZ,富临运业,20100210,
002455.SZ,百川股份,20100803,
002370.SZ,亚太药业,20100316,
002375.SZ,亚厦股份,20100323,
601688.SH,华泰证券,20100226,
