feature,importance
macd_hist,0.30091342
ma20_slope,0.18626627
std_20_ratio,0.14088283
macd_dif,0.11783168
pct_chg_1d,0.07503823
bias_20,0.068242535
bias_5,0.05541323
rsi_14,0.040460546
ma5_slope,0.0149512645
vol_ratio,0.0
pe_ttm,0.0
turnover_rate,0.0
position_250d,0.0
position_20d,0.0
macd_dea,0.0
pct_chg_5d,0.0
pct_chg_20d,0.0
index_pct_chg,0.0
sector_pct_chg,0.0
moneyflow_score,0.0
tech_score,0.0
new_score,0.0
