feature,importance
macd_dea,0.08191419
bias_20,0.08173114
std_20_ratio,0.081587024
ma20_slope,0.08000953
position_20d,0.07920838
ma5_slope,0.07687176
macd_dif,0.07681737
macd_hist,0.07658538
pct_chg_20d,0.07634569
rsi_14,0.07561415
pct_chg_1d,0.0716403
pct_chg_5d,0.071325555
bias_5,0.070349514
vol_ratio,0.0
pe_ttm,0.0
turnover_rate,0.0
position_250d,0.0
index_pct_chg,0.0
sector_pct_chg,0.0
moneyflow_score,0.0
tech_score,0.0
new_score,0.0
